Symbol	human_colon_Untr._24h_1	human_colon_Untr._24h_2	human_colon_Untr._24h_3	human_colon_Untr._72h_1	human_colon_Untr._72h_2	human_colon_Untr._72h_3	human_colon_X1000uM_24h_1	human_colon_X1000uM_24h_2	human_colon_X1000uM_24h_3	human_colon_X1000uM_72h_1	human_colon_X1000uM_72h_2	human_colon_X1000uM_72h_3
HSPA9	10.24539294	10.12295308	10.18620767	10.0232078	9.921228374	9.840923642	10.61559539	10.89635507	10.61628872	10.82682458	10.83479951	10.55269878
HSPB1	9.522072694	9.341597997	8.973382799	9.185075887	9.033468458	9.116252856	9.927559642	10.45678643	10.07407106	10.23482481	10.30698302	10.19951522
HSPB11	6.382563227	6.220647147	6.083524675	6.460547668	6.25501642	6.138347899	5.975559305	5.942557659	5.843827215	5.765970172	5.661759489	5.763863868
HSPB8	4.090695132	4.957764574	4.507881012	4.561205931	4.56319364	4.634949932	5.245044607	5.471582749	5.33225492	6.391334467	6.588822114	6.0139086
HSPBAP1	5.44479934	5.199507456	5.172772207	4.981437301	5.350104907	5.160959385	5.139661419	5.279841659	5.753565588	6.201257696	6.779185974	6.061496929
HSPBP1	7.461590951	7.035834672	7.117588961	7.042464805	7.300343903	6.876331671	7.115227707	6.815427799	6.964396493	6.733321345	7.222275879	7.384509233
HSPD1	9.834326971	9.597378056	9.824579077	9.820254234	9.807040967	9.777780053	10.23231933	10.35758543	10.25271117	10.3186637	10.50270679	10.16774819
HSPE1	5.908448421	6.176766309	5.96401822	5.799038645	6.013889143	5.48438402	6.481996389	6.449432449	6.466068352	6.839082811	6.523419676	6.137046232
HSPG2	12.51832244	12.67896396	12.74193412	12.65501463	12.62993508	12.57855133	11.66227449	11.35333367	11.71955926	10.73701507	10.68083081	10.89811477
HSPH1	7.611067465	7.737809974	7.505300238	7.324170069	7.21226086	7.275073482	7.16940701	7.59472117	7.511255976	8.292779736	8.392697917	8.148201772
HTATIP2	7.544029169	7.716076411	7.588982682	7.544669776	7.422937811	7.216013973	7.76706245	8.181111973	7.485845563	8.208326157	8.258776543	8.02623269
HTATSF1	6.182757129	6.733254112	6.622945704	6.521378849	6.489482728	6.190647222	6.646657936	6.732722366	6.676205515	7.176361421	7.88687227	7.545474136
HTD2	6.355812135	6.154254257	6.192749522	6.318387798	5.92210492	6.403053117	6.1892565	6.449432449	6.310150004	6.261228795	5.787348893	5.930340578
HTR1D	7.294448548	7.370691543	7.247567227	6.994155036	7.166059351	7.063224725	6.314253639	6.156580694	6.025346259	4.994755799	5.393113373	5.140813983
HTR7P1	5.323164911	5.299760611	5.243847203	5.408659696	5.223898027	5.48438402	5.339952546	5.683370883	5.461444711	5.055015794	4.919321691	5.274396163
HTRA1	7.461590951	7.868256099	7.572636282	7.697589442	7.506532508	7.751746204	7.301206587	7.258419178	7.226234139	7.09408957	6.854822419	7.062246553
HTRA2	7.611067465	7.67158788	7.766977677	7.57752709	7.66025121	7.566677949	6.975930104	5.634046531	6.232692285	5.92861065	5.83407577	5.895267182
HTT	10.10821659	10.13249611	10.22564435	10.07712289	9.984324714	10.04575361	9.48272683	9.424761909	9.468524536	9.079785995	8.991137699	9.04827895
HUS1	7.386896495	7.562026286	7.458564528	7.425859092	7.438508587	7.37551599	8.160468477	8.400179347	8.341648865	8.333211775	8.076038375	8.052207874
HUWE1	11.68615517	11.87644781	11.97024351	11.84513991	11.67757656	11.77862904	11.36451016	11.41610106	11.41716006	11.33245178	11.28812132	11.40310142
HVCN1	5.553873772	5.984459127	5.458561375	6.119237981	5.92210492	5.997381656	4.798395143	5.279841659	5.260915161	4.994755799	5.165563051	5.104136419
HYAL1	6.01842611	5.958220021	5.871036231	5.670313185	5.822919954	5.387645177	5.581396869	5.683370883	5.681040683	4.929586551	4.974858737	4.939096156
HYAL2	9.080453061	8.895840121	8.92304122	8.982493671	9.194381974	8.982537607	8.747242545	8.525609097	8.717314666	7.535849919	7.715131323	7.799454607
HYAL3	6.182757129	5.787794666	5.909076927	5.708557303	5.350104907	5.529659218	6.583177588	6.311144875	6.295020471	5.736581553	6.190115166	6.151634814
HYDIN	6.053035322	5.756893425	5.927663675	5.930957538	5.92210492	6.083825793	5.245044607	5.52843741	5.491406756	4.929586551	5.165563051	5.140813983
HYI	6.053035322	6.220647147	6.26547359	6.259362314	6.236558287	6.466895488	6.050863035	5.347832225	5.799548005	5.306666416	5.607442254	5.242731868
HYKK	6.646157947	6.131341238	6.412552235	6.460547668	6.549544745	6.566977318	6.874661272	6.967307143	7.054333238	6.864301672	6.956163534	6.591280968
HYLS1	6.213240607	6.594001741	6.590080327	6.352572276	6.549544745	6.507825623	6.353404707	5.52843741	6.183907492	5.577312954	5.607442254	6.029971875
HYOU1	10.36744408	10.22077681	10.34743475	10.38988481	10.34092638	10.39378136	10.44425258	10.05942527	10.15121073	10.65102038	10.75091364	10.74509809
HYPK	5.65314684	5.958220021	5.981803775	6.374880462	6.34359653	6.240914072	5.975559305	6.018007566	6.518533734	6.773941017	6.482598801	7.001807423
IAH1	8.914654297	8.729523596	8.774768506	8.985969911	8.98172895	8.877185772	8.626256661	8.851929216	8.687195293	8.288216117	8.21120503	7.812561177
IARS1	10.23312789	10.13521114	10.22131538	10.01047426	9.744816192	9.946972898	8.900524632	8.79829574	9.058287057	7.914293228	8.071601763	8.081327641
IARS2	9.314796038	9.48263941	9.367619467	9.394368444	9.228070485	9.287606324	8.689852689	8.752875914	8.754757997	8.519868924	8.406834901	8.095668323
IBA57	6.508808874	6.594001741	6.412552235	6.363773344	6.308877605	6.190647222	6.861465904	6.667245244	6.629612398	6.443405597	6.397024257	6.681849864
IBTK	7.62193923	7.932403604	7.877327651	7.57752709	7.640243564	7.666613256	7.367376954	7.167941992	7.393136671	6.889068659	6.886010822	7.024780171
ICA1	7.814131756	7.919802525	7.74287245	7.943710581	7.768603286	7.808449844	7.794666409	7.903974309	7.92370602	7.611235062	7.743367746	7.390375553
ICA1L	6.770907596	7.127332863	7.379165449	6.501406335	6.863005562	6.921746175	7.190505859	6.311144875	6.868234497	6.995350478	6.906419279	7.182608345
ICAM1	7.024386478	7.202764944	7.031780252	7.015064611	6.715233683	6.965720466	6.692397562	7.301565006	7.105637861	6.443405597	6.454678421	6.460248794
ICAM2	8.041125758	7.848436045	7.967347068	7.932904618	7.891990554	7.751746204	6.464367435	6.774697081	6.605703492	5.391365282	5.393113373	5.363701697
ICAM3	6.866851919	6.610196476	6.878856329	6.765643514	6.778745311	6.82937532	6.874661272	6.912285574	7.054333238	7.380535943	7.396811406	7.216127881
ICE1	7.78545701	7.828336824	7.907968798	7.816176102	7.673434972	7.648958033	8.282147877	8.438971914	8.403642113	8.342043991	8.438143093	8.370714469
ICE2	6.213240607	6.220647147	6.147071877	6.27138195	5.848485335	6.44595198	6.1892565	6.339981422	6.397455633	6.443405597	6.063343329	6.061496929
ICK	7.62193923	7.821573662	7.886149564	7.506162508	7.67998132	7.528520721	8.708034283	8.768175775	8.613390662	9.339518171	9.251819448	9.323485372
ICMT	10.09084281	10.03700533	10.10300256	9.875606915	9.730790001	9.724358005	9.679621606	9.804183432	9.468524536	9.703211737	9.772644726	9.73875107
ICOSLG	7.424736679	7.407458926	7.757384466	7.957992581	7.947197147	7.640047542	7.221571344	7.287329407	7.344398321	7.744307426	8.049210013	7.74578905
ID1	9.360640688	9.662831054	8.825909539	8.549177345	8.16758665	8.929008736	9.803013362	9.408595503	9.722897579	6.960819105	7.626896951	8.257411477
ID2	9.547775395	9.528810676	9.412379466	9.690011002	9.928073513	10.11603619	9.582566652	9.156994743	9.163392293	8.826899554	9.238072495	9.179919953
ID3	6.484494542	6.776688885	6.177702611	6.210144626	6.07856753	6.6236497	8.788830273	7.856869812	8.488710702	7.790359947	8.274289284	8.475722563
IDE	8.285440554	8.315362252	8.120830695	8.175126094	8.066620837	8.028784721	8.144505532	8.464263285	8.334592447	8.715908769	8.84325017	8.521509777
IDH1	10.39601572	10.4615264	10.27910436	9.95040661	9.784586147	9.96833865	10.23231933	10.45048637	10.36922215	10.83074136	10.90354518	10.91935262
IDH2	11.26447869	11.17672982	11.42587797	10.95076599	10.91746931	10.85112848	9.418001157	9.243405878	9.395971571	7.62584358	7.50664332	7.372703015
IDH3A	8.446251499	8.399273305	8.46135603	8.392782392	8.266242666	8.398637539	8.498330059	8.476743862	8.193469031	8.237033697	8.451841661	8.376591306
IDH3B	8.427878907	8.452606841	8.579931342	8.525461888	8.437597015	8.311940221	8.485731682	8.861469528	8.659255512	8.664080255	8.74384511	8.730823893
IDH3G	9.578579774	9.467632812	9.670488919	9.631327444	9.68787349	9.640318753	9.653623192	9.81648608	9.593226826	9.634939739	9.738194018	9.509795093
IDI1	7.532541714	7.887804714	7.385433897	7.214575032	6.942422401	6.906772829	7.081684388	7.272948488	7.155127586	7.029045994	6.779185974	6.970575345
IDNK	6.119540206	5.588767249	5.458561375	5.157634358	5.223898027	5.573139439	4.880003691	5.279841659	5.006732712	4.437183045	4.090695132	4.660765046
IDS	9.919905578	10.12158462	9.994547143	10.23505065	10.20551907	10.3209171	10.30568397	10.39415441	10.40661676	11.11201577	11.11801727	10.97739998
IDUA	7.399622756	7.047605072	7.340959026	7.466579929	7.367048823	7.538156661	6.599328144	6.368201646	6.786180384	6.337138653	6.044158294	6.18032503
IER2	8.923413849	8.882961164	9.127656448	9.068616571	8.992226693	8.95780499	9.300820253	9.183846856	9.315999706	10.01282243	9.75896308	9.648335462
IER3	10.11204916	10.07991501	10.17192172	10.52134395	10.78728021	10.59831045	10.48377526	10.81410122	10.49528071	9.689468392	9.694299022	9.564765768
IER3IP1	6.086722354	6.242043574	6.131478512	6.259362314	6.035818983	6.335991233	6.861465904	6.732722366	6.868234497	7.371869454	7.583768923	7.274519646
IER5	6.459731492	6.527212824	6.44998674	6.579580395	6.70217035	6.605020811	7.367376954	7.58316023	7.163208571	7.943665662	8.316103848	7.976704648
IER5L	6.885265705	7.192234058	6.805066782	7.24425328	7.430744619	7.141700878	6.314253639	6.188999702	6.310150004	6.746995264	7.004188103	6.632279957
IFFO2	7.195506143	7.181623589	7.347398997	7.26755311	7.317318175	7.089875654	7.906365578	7.662178613	7.947075942	8.546841678	8.441580007	8.475722563
IFI16	5.106753523	5.346279751	4.916650699	4.853528149	5.129383055	5.28087658	5.426681884	5.730677538	5.63003901	6.049423499	6.172753411	5.522007454
IFI27	9.62492811	8.853555001	8.544264203	8.644717075	8.68109608	8.460388008	10.34797566	10.8587907	9.821863849	9.965145581	10.09577945	9.721576755
IFI27L1	5.65314684	5.43339271	5.430501702	5.45687053	5.686152874	5.437122195	5.139661419	5.279841659	5.461444711	5.822652337	6.240846908	5.471813321
IFI27L2	7.399622756	7.398356363	7.18408216	7.476579733	7.564373905	7.298020491	7.430585198	7.487117247	7.41352065	7.156241845	7.539289971	7.497448292
IFI30	8.04917564	8.195251861	8.063730101	8.020552489	8.240002831	7.930172363	8.385286512	8.652002786	8.396884741	8.909318265	8.889233685	8.923562341
IFI35	7.923393616	7.868256099	7.631675232	7.539913152	8.005558224	7.675359367	7.974247486	8.078248185	8.224355545	6.864301672	7.293167879	7.299713822
IFI6	7.706044647	6.98773335	7.079236885	7.843381014	8.051597774	7.893236871	8.009958633	8.173456406	8.001652244	8.515973997	8.566438284	8.313650227
IFIH1	5.869497935	5.551941482	5.705584518	5.833388314	5.796799428	5.61498731	5.651332531	6.281662093	6.062328366	6.705557157	6.549961828	6.691551274
IFIT2	4.685298415	4.957764574	4.678665211	4.981437301	5.388862523	5.160959385	5.922706544	6.449432449	5.967747966	6.851749797	7.050611692	7.032354374
IFIT3	5.553873772	5.513847485	4.965311566	5.157634358	4.668113352	5.094575451	5.717240225	5.942557659	5.865372211	6.13837539	6.321249168	6.591280968
IFIT5	5.604602837	5.787794666	5.538592003	5.763672756	5.6266169	5.529659218	5.809632091	6.574741584	6.629612398	6.241543724	5.879059763	6.208391828
IFITM1	7.497510279	7.323343955	7.247567227	8.013735026	7.786897126	7.547727591	7.261952083	7.315658258	7.138824514	7.371869454	7.285464993	7.591927485
IFITM2	9.092150977	8.674511065	8.648714963	9.065334499	9.093197115	9.122623443	8.878226776	8.813122469	8.639369465	8.944486274	9.335348628	8.889079428
IFITM3	10.27475231	10.00619023	10.08023411	10.22111939	10.37338251	10.26877764	10.70507941	10.57298859	10.25457684	10.6894911	11.03929925	10.8217559
IFNAR1	7.461590951	7.233892122	7.321460854	6.987114812	6.827522621	6.66015885	8.004068368	8.262729809	7.890332195	7.884304086	7.638982605	7.859613864
IFNAR2	7.520531218	7.3063632905	7.422188183	7.659621411	7.469361798	7.4549578035	7.0455450915	7.4786564665	6.658922769	6.4380810105	6.4538746225	6.3007810095
IFNGR1	8.879072953	9.000893601	8.701964151	8.579433561	8.555670249	8.626668882	10.12019448	10.62286368	10.04525862	10.20977564	10.22677075	10.11085396
IFNGR2	9.728440848	9.906409413	9.924903	9.98466479	10.17131471	10.2131916	10.37549647	10.65335337	10.55175265	10.78867221	10.68517658	10.40636385
IFNLR1	6.790638483	6.594001741	6.66556553	6.184818379	6.504751386	6.44595198	6.372553711	6.339981422	6.248555287	6.493523232	6.833632064	6.62214566
IFRD1	7.150872236	7.323343955	7.023711499	7.24425328	6.942422401	7.216013973	8.160468477	8.036630037	8.0325522	8.464354672	8.254871991	8.367767001
IFRD2	9.866449935	9.428311137	9.803880158	9.431792336	9.430675288	9.420193001	8.795646142	8.41970666	8.400267404	7.504537605	7.726493159	7.384509233
IFT122	7.424736679	7.160158895	7.18408216	7.307422512	7.300343903	7.154362987	6.026260049	6.251500777	6.27971456	6.13837539	6.137312223	6.632279957
IFT140	7.135672894	7.023964101	7.24065327	7.486509439	7.724981567	7.428376882	6.210940071	6.08917982	6.150331119	5.850019941	5.579273902	5.78353974
IFT172	7.485638072	7.48684935	7.18408216	7.089157692	7.274492874	6.891635914	7.724627274	8.04505107	7.737740918	7.09408957	7.396811406	7.009507169
IFT20	6.086722354	5.904013044	6.147071877	5.883147649	6.035818983	5.768582401	6.314253639	6.395833304	6.425325551	7.083457116	6.875692643	6.6016474
IFT22	6.355812135	6.561019766	6.878856329	6.838248168	6.803349925	6.73037062	6.615288637	7.071223533	6.786180384	6.337138653	6.172753411	6.302116188
IFT27	8.298989912	8.371844554	8.449535385	8.577128645	8.775326061	8.626668882	7.058866524	6.689421291	7.105637861	6.15967884	6.601531587	6.276016436
IFT43	6.939082126	6.818793148	6.61207876	6.748975086	6.688981017	6.566977318	7.16940701	7.384087126	6.775571268	7.309666988	7.086669789	7.047380494
IFT46	7.940817916	7.452113223	7.74287245	7.843381014	8.110766443	8.082224908	8.207317089	8.070020823	8.177772492	8.376839027	8.482193831	8.263770255
IFT52	7.32148611	7.160158895	7.198439931	7.290473593	7.476702214	7.309355365	7.394813008	7.767952888	7.446854381	8.255857557	8.067151355	8.033702421
IFT57	6.730574567	6.657653744	6.601124138	6.481132563	6.621050945	6.566977318	6.662075556	6.967307143	6.664705735	7.166337707	7.189583535	7.175807327
IFT74	5.500707529	5.390753509	5.27748576	5.408659696	5.023583329	5.222819534	5.384229241	4.831519287	5.142830851	4.778796795	5.075529457	5.363701697
IFT80	5.82925913	5.513847485	5.341489505	5.866786706	5.6266169	6.026860041	5.139661419	5.206758235	5.655823335	5.349900336	5.165563051	5.242731868
IFT81	5.869497935	5.62442178	5.72757343	5.568707106	5.223898027	5.437122195	5.020151381	5.206758235	4.625432521	4.437183045	4.859320025	4.495097737
IFT88	5.946201033	6.108011138	6.083524675	5.915226798	5.873521984	5.997381656	6.098679158	6.526008615	6.232692285	5.67549605	6.137312223	6.04583278
IGBP1	9.770278299	9.764550053	9.787572987	10.1478203	10.13154295	10.21914468	9.300820253	9.487672629	9.512862403	8.92113668	8.97701432	8.698377628
IGF1R	9.218483168	9.401487608	9.337521485	9.611223041	9.461207359	9.427927455	8.547646841	8.513547753	8.624994804	8.842522758	8.692883219	8.815371671
IGF2BP2	9.25362447	9.322658111	9.403232166	9.479403891	9.554423632	9.565169288	8.447259539	8.39361076	8.706435025	8.385407543	8.420834014	8.349953913
IGF2BP3	5.604602837	6.010157812	6.033690701	5.816336282	5.563785779	5.967191854	5.139661419	5.730677538	5.054559299	4.858244659	5.165563051	5.274396163
IGF2R	10.05744335	10.23856014	10.37964631	9.975957938	9.836446817	9.921639322	10.13905189	10.08608908	10.17406326	10.14706664	10.02895714	10.0869162
IGFBP1	7.497510279	7.594201042	7.795375875	6.88461143	6.897600325	7.239936144	7.092955114	7.462054285	7.379382182	7.272850698	6.710869289	6.691551274
IGFBP2	9.79194557	9.385606802	9.64096655	9.86432769	10.05356566	9.666702701	10.06913639	9.746198431	9.770624099	9.410366184	9.94566308	9.73875107
IGFBP3	12.03846296	12.30910996	12.3857757	12.59061634	12.45903536	12.68720786	10.81970351	10.9587177	10.92879123	10.98210276	11.517433	11.10909865
IGFBP4	10.93305862	10.78909152	10.85404767	11.30819487	11.41606402	11.32747677	9.435547589	9.109764623	9.210318772	8.508152314	8.707221416	8.703057874
IGFL1	6.903437708	6.594001741	6.601124138	6.607768279	6.839451888	6.381073929	6.314253639	6.526008615	5.705719658	5.214036022	5.787348893	5.140813983
IGFL2	8.761846436	8.399273305	8.41955087	9.426687846	9.083412825	9.169525169	8.768186715	8.856707279	8.580987543	8.500287807	8.669640476	8.358888098
IGFL2-AS1	5.82925913	5.346279751	5.538592003	6.306793087	6.25501642	6.265337844	5.020151381	4.831519287	4.528132371	4.929586551	4.090695132	4.090695132
IGFL4	5.908448421	5.93141416	5.851561261	5.930957538	5.426218392	5.768582401	5.717240225	5.942557659	5.491406756	6.072251385	5.7387148	5.140813983
IGHMBP2	6.885265705	6.804900972	6.896704108	7.008129571	7.058714099	6.7473748	6.765386174	6.912285574	7.02795639	6.876740595	7.181290134	6.88927773
IGIP	6.24302463	6.344071982	6.236869682	6.158985977	6.217834815	6.403053117	6.428397174	6.368201646	6.518533734	6.633573223	6.367232607	6.460248794
IGSF3	8.179520777	8.435048223	8.538697505	8.333890876	8.406496856	8.345068605	7.070322041	7.071223533	7.30852518	6.864301672	6.454678421	6.365187343
IGSF8	9.559053313	9.35331022	9.487872657	9.626883971	9.796605561	9.507943962	9.404699675	9.268708037	9.225627209	10.1306361	10.45005079	10.27835032
IGSF9	7.958032295	7.641136752	7.482125093	7.35164824	7.692984353	7.743458324	6.677320761	6.339981422	7.163208571	5.794647531	6.482598801	6.642339296
IGSF9B	6.382563227	6.176766309	6.486401647	6.306793087	6.013889143	6.216023842	5.616904635	5.279841659	5.297229909	5.055015794	4.720705535	5.33480974
IHH	7.412235468	7.766281674	7.132640259	7.24425328	7.098707973	7.203898446	6.167203229	5.980853245	6.264227739	5.469643712	5.83407577	5.363701697
IK	8.551808697	8.67824478	8.579931342	8.705055256	8.687573868	8.76350665	9.149524081	9.156994743	9.253899246	9.519273878	9.657899617	9.854612944
IKBIP	5.699717252	5.299760611	5.310003152	4.898659893	4.965166502	5.160959385	5.748846351	5.347832225	5.398859729	5.577312954	5.393113373	5.445809613
IKBKB	8.0651408	7.787268254	8.071476411	7.986135449	7.979325434	7.966176979	8.084403554	7.958522644	7.602685667	7.675822739	7.479973658	7.631981265
IKBKE	6.750889261	6.657653744	6.851645289	6.407654717	6.549544745	6.642026685	6.446503303	6.644702637	6.492557241	5.736581553	5.787348893	5.681697757
IKBKG	6.484494542	6.420370337	6.644422399	6.439641264	6.53477842	6.358724538	6.1892565	6.018007566	6.339897176	5.349900336	5.687981923	6.076969686
IKZF2	5.553873772	6.035340474	5.851561261	6.418402403	6.273217287	6.240914072	6.098679158	5.683370883	5.947941654	5.902970491	5.879059763	5.840694651
IKZF4	6.790638483	6.790867234	6.957421268	7.062667478	7.118283992	6.891635914	6.550286663	6.621780459	7.02795639	6.443405597	6.822913605	7.062246553
IKZF5	6.885265705	6.733254112	6.99096101	6.706395408	6.839451888	6.965720466	7.329946155	7.287329407	7.019052077	7.291379092	7.254225092	7.453348103
IL10RB	7.555424364	7.957277186	7.550544123	7.820094427	7.750071566	7.79247764	8.761239159	9.105757954	9.032400091	9.422881555	9.311169621	9.366855459
IL11RA	5.908448421	5.958220021	6.016632433	5.991954629	6.308877605	5.904514675	5.748846351	5.52843741	5.297229909	6.241543724	5.90094338	5.947509855
IL13RA1	7.991851287	8.029401944	7.836940091	7.854883322	7.919860531	8.127402337	8.649024949	8.695341243	8.616300493	9.886026052	9.769918765	9.390236474
IL15	5.323164911	5.250941047	5.401673785	5.408659696	5.426218392	5.28087658	5.506791116	6.08917982	5.776779159	5.794647531	6.004889558	5.997637077
IL15RA	7.195506143	7.082332326	7.140105686	7.431013736	7.342402546	7.331755352	7.200937544	7.523899637	7.504945953	7.581559545	7.632952621	7.607080271
IL17D	5.021296073	6.010157812	5.851561261	5.833388314	4.902015789	5.732040909	4.880003691	5.127473028	4.842721268	4.090695132	4.720705535	4.090695132
IL17RA	7.308032149	7.537407404	7.482125093	7.24425328	7.23926955	7.298020491	7.023924849	6.711243102	6.858240601	7.05106557	6.906419279	6.938625552
IL17RB	6.579224592	6.83254671	7.0869919	6.861624207	6.662213937	6.487516562	6.232267269	5.730677538	5.947941654	7.083457116	6.745452899	6.784962295
IL17RC	7.823563295	7.67158788	7.804717613	7.854883322	8.026203395	7.832077684	7.16940701	6.967307143	7.122329508	6.221556793	6.382212027	6.652324837
IL17RD	6.903437708	7.047605072	7.219705079	7.26755311	7.248158383	7.063224725	6.026260049	5.903038415	6.043972743	6.541837664	6.044158294	5.997637077
IL17RE	8.790864266	8.768569275	8.942126251	8.889032313	9.095632834	9.023972101	9.550720209	9.565554174	9.498759166	9.24399615	9.15898346	9.17150855
IL18	8.1647877	7.926116958	7.899281069	7.899987479	7.85203545	7.937446227	8.678832341	9.00609276	8.890688749	8.879340482	8.941087413	8.500144552
IL18BP	5.82925913	5.787794666	5.72757343	5.610450083	5.796799428	6.055663557	5.426681884	5.127473028	5.366099904	4.687997995	5.026732926	5.209983428
IL1R1	5.184592927	5.145066711	4.965311566	5.091440481	5.177855346	5.094575451	4.95325867	5.206758235	5.398859729	5.349900336	5.763281513	5.638325504
