Symbol	mouse_inviro_colon_Untr_24hr_1	mouse_inviro_colon_Untr_24hr_2	mouse_inviro_colon_Untr_24hr_3	mouse_inviro_colon_Untr_72hr_1	mouse_inviro_colon_Untr_72hr_2	mouse_inviro_colon_Untr_72hr_3	mouse_inviro_colon_X1000_24hr_1	mouse_inviro_colon_X1000_24hr_2	mouse_inviro_colon_X1000_24hr_3	mouse_inviro_colon_X1000_72hr_1	mouse_inviro_colon_X1000_72hr_2	mouse_inviro_colon_X1000_72hr_3
ABCB4	5.19921712703161	11.5826735253567	35.1453664484853	6.97048589154371	10.3431432092333	2.96974197897841	16.2167030403467	15.9415004023159	34.0391784279298	11.7645733783869	17.8205819327225	8.07014958045364
ABCB6	124.038465744897	188.632111698667	144.242441465658	76.6753448069808	80.6765170320195	103.940969264244	149.039223180329	85.9069743902579	78.0410432250097	49.1973068550727	81.3064050680465	81.8543743160298
ABCB7	254.018893920687	237.444807269813	320.701468842428	536.727413648866	628.863107121383	673.141515235106	324.334060806933	510.128012874108	338.731336551106	297.322854471961	384.256297924329	272.079328712437
ABCB8	1154.96894750488	979.563246715882	883.027332018192	517.807523371818	463.37281577365	550.392180103998	464.106596535635	346.284814294751	454.962677524525	1014.96183055356	727.302500129238	1034.13202480956
ABCB9	17.8258872926798	12.4100073485965	43.1995129262631	105.553072071948	89.9853459203295	87.1124313833666	17.7611509489511	13.2845836685966	10.792910233246	228.874427543164	216.074555934261	277.843721269904
ABCC1	1194.33444860955	1369.23747746181	1441.69221952224	1035.61504674364	918.471116979914	885.973023728558	1505.06448693503	1703.96926522532	1897.06152945901	936.887843587905	924.442687759981	734.383611821281
ABCC10	248.819676793656	314.386852831111	191.835125197982	176.253714686177	200.656978259125	188.083658668632	194.60043648416	68.1941961654624	107.098878468364	423.52464162193	329.680765755367	297.442655965291
ABCC2	10.3984342540632	67.014039682421	50.5214642696976	990.804780297999	1058.10355030456	1042.37943462142	4.63334372581333	16.8271393135557	41.5111932047924	3012.80029153782	2367.90982431051	2786.50736227949
ABCC3	2018.78173589599	2668.15157994824	2085.29174261012	2709.52744441292	2665.42800501941	2682.6669210105	2544.47792942582	2591.37945428757	2132.01488299814	3575.36080035887	3007.22320114693	3255.7289164573
ABCC4	1059.15480330672	921.649879089099	1185.42392250203	882.264357129675	887.441687352215	725.606956863724	608.512475990151	799.731936849514	703.199612889184	644.912522469757	453.311052913629	499.196395476632
ABCC5	199.798486738786	146.438086713439	242.35658946768	371.427319649401	322.706068128078	348.449725533467	159.078134586258	253.292728614575	229.97201035455	657.746602518906	592.534349263024	643.306209413304
ABCC6	60.1623696127943	111.690066137368	46.1282934636369	24.894592469799	19.6519720975432	32.6671617687625	57.9167965726667	61.1090848755442	92.985072778735	14.9730933906743	16.7067955619274	20.7518132068808
ABCC8	60.905114916656	57.9133676267836	30.0200005080812	20.9114576746311	23.7892293812365	25.7377638178129	51.7390049382489	30.1117229821522	34.0391784279298	52.40582686736	36.7549502362402	36.8921123677881
ABCC9	0	0	0	56.7596708311416	35.1666869113931	30.6873337827769	0	0	0	165.77353396818	157.043878282117	117.593608172324
ABCD1	404.796190604604	516.256305701614	364.633176903034	1890.99324400593	1828.66771939244	1787.784671345	84.1724110189422	123.989447573568	117.061564837515	4582.83608421709	4441.78004673109	4514.67225100807
ABCD3	1134.17207899675	1058.15995992366	1230.08782569698	1857.136598247	1635.25094137978	1936.27177029392	1067.98572879997	1567.5808728944	1227.07087113366	1658.80484635256	1616.10402402377	1626.71157971716
ABCD4	158.204749722533	193.596114638105	218.194150034346	183.22420057772	161.353034064039	144.527442976949	162.939254357769	139.930947975884	60.6063420789969	271.654694373662	239.464069720959	293.984020430811
ABCE1	944.772026512029	785.139798254538	967.229772467688	1062.50120661102	1453.21162089727	1120.58264006785	806.20180829152	813.01652051811	752.182820870839	797.851976388787	1060.32462499699	822.002378694778
